country,commodity,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent
Albania,nan,2017.0,3.04,1109.6,,,,Europe
Albania,nan,2018.0,3.13,1142.45,,,,Europe
Albania,nan,2019.0,3.32,1211.8,,,,Europe
Albania,nan,2020.0,3.4,1241.0,,,,Europe
Albania,nan,2021.0,3.49,1273.85,0.6,0.77,1.37,Europe
Albania,nan,2022.0,4.14,1511.1,,,,Europe
Albania,nan,2023.0,4.58,1671.7,,,,Europe
Albania,nan,2024.0,4.77,1741.05,,,,Europe
Algeria,nan,2017.0,4.1,1496.4999999999998,,,,Africa
Algeria,nan,2018.0,4.16,1518.4,,,,Africa
Algeria,nan,2019.0,4.18,1525.6999999999998,,,,Africa
Algeria,nan,2020.0,4.19,1529.35,,,,Africa
Algeria,nan,2021.0,4.47,1631.55,0.72,1.1,1.82,Africa
Algeria,nan,2022.0,5.01,1828.65,,,,Africa
Algeria,nan,2023.0,5.41,1974.65,,,,Africa
Algeria,nan,2024.0,5.53,2018.45,,,,Africa
Angola,nan,2017.0,3.18,1160.7,,,,Africa
Angola,nan,2018.0,3.27,1193.55,,,,Africa
Angola,nan,2019.0,3.43,1251.95,,,,Africa
Angola,nan,2020.0,3.7,1350.5,,,,Africa
Angola,nan,2021.0,4.11,1500.15,0.44,0.75,1.19,Africa
Angola,nan,2022.0,4.55,1660.75,,,,Africa
Angola,nan,2023.0,4.72,1722.8,,,,Africa
Angola,nan,2024.0,5.0,1825.0,,,,Africa
Antigua and Barbuda,nan,2017.0,3.77,1376.05,,,,North America
Antigua and Barbuda,nan,2018.0,4.24,1547.6,,,,North America
Antigua and Barbuda,nan,2019.0,4.38,1598.7,,,,North America
Antigua and Barbuda,nan,2020.0,4.67,1704.55,,,,North America
Antigua and Barbuda,nan,2021.0,4.92,1795.8,1.26,1.59,2.85,North America
Antigua and Barbuda,nan,2022.0,5.46,1992.9,,,,North America
Antigua and Barbuda,nan,2023.0,5.8,2117.0,,,,North America
Antigua and Barbuda,nan,2024.0,5.9,2153.5,,,,North America
Argentina,nan,2017.0,3.26,1189.9,,,,South America
Armenia,nan,2017.0,3.22,1175.3000000000002,,,,Asia
Armenia,nan,2018.0,3.31,1208.15,,,,Asia
Armenia,nan,2019.0,3.44,1255.6,,,,Asia
Armenia,nan,2020.0,3.54,1292.1,,,,Asia
Armenia,nan,2021.0,3.8,1387.0,0.6,0.92,1.52,Asia
Armenia,nan,2022.0,4.27,1558.55,,,,Asia
Armenia,nan,2023.0,4.33,1580.45,,,,Asia
Armenia,nan,2024.0,4.35,1587.7499999999998,,,,Asia
Aruba,nan,2017.0,3.38,1233.7,,,,North America
Aruba,nan,2018.0,3.55,1295.75,,,,North America
Aruba,nan,2019.0,3.79,1383.35,,,,North America
Aruba,nan,2020.0,3.9,1423.5,,,,North America
Aruba,nan,2021.0,4.0,1460.0,1.0,1.09,2.09,North America
Aruba,nan,2022.0,4.5,1642.5,,,,North America
Aruba,nan,2023.0,4.82,1759.3000000000002,,,,North America
Aruba,nan,2024.0,5.0,1825.0,,,,North America
Australia,nan,2017.0,2.33,850.45,,,,Oceania
Australia,nan,2018.0,2.36,861.4,,,,Oceania
Australia,nan,2019.0,2.4,876.0,,,,Oceania
Australia,nan,2020.0,2.51,916.15,,,,Oceania
Australia,nan,2021.0,2.61,952.65,0.73,0.78,1.51,Oceania
Australia,nan,2022.0,2.88,1051.2,,,,Oceania
Australia,nan,2023.0,3.1,1131.5,,,,Oceania
Australia,nan,2024.0,3.2,1168.0,,,,Oceania
Austria,nan,2017.0,2.06,751.9,,,,Europe
Austria,nan,2018.0,2.11,770.15,,,,Europe
Austria,nan,2019.0,2.19,799.35,,,,Europe
Austria,nan,2020.0,2.3,839.4999999999999,,,,Europe
Austria,nan,2021.0,2.42,883.3,0.72,0.72,1.44,Europe
Austria,nan,2022.0,2.75,1003.75,,,,Europe
Austria,nan,2023.0,2.91,1062.15,,,,Europe
Austria,nan,2024.0,2.99,1091.35,,,,Europe
Azerbaijan,nan,2017.0,2.9,1058.5,,,,Asia
Azerbaijan,nan,2018.0,2.95,1076.75,,,,Asia
Azerbaijan,nan,2019.0,3.1,1131.5,,,,Asia
Azerbaijan,nan,2020.0,3.28,1197.1999999999998,,,,Asia
Azerbaijan,nan,2021.0,3.44,1255.6,0.46,0.66,1.12,Asia
Azerbaijan,nan,2022.0,3.92,1430.8,,,,Asia
Azerbaijan,nan,2023.0,4.13,1507.45,,,,Asia
Azerbaijan,nan,2024.0,4.2,1533.0,,,,Asia
Bahamas,nan,2017.0,4.2,1533.0,,,,North America
Bahamas,nan,2018.0,4.23,1543.95,,,,North America
Bahamas,nan,2019.0,4.12,1503.8,,,,North America
Bahamas,nan,2020.0,4.19,1529.35,,,,North America
Bahamas,nan,2021.0,4.28,1562.2,,,,North America
Bahamas,nan,2022.0,4.96,1810.4,,,,North America
Bahamas,nan,2023.0,5.25,1916.25,,,,North America
Bahamas,nan,2024.0,5.54,2022.1,,,,North America
Bahrain,nan,2017.0,3.04,1109.6,,,,Asia
Bahrain,nan,2018.0,3.19,1164.35,,,,Asia
Bahrain,nan,2019.0,3.3,1204.5,,,,Asia
Bahrain,nan,2020.0,3.42,1248.3,,,,Asia
Bahrain,nan,2021.0,3.25,1186.25,0.74,0.41,1.15,Asia
Bahrain,nan,2022.0,3.74,1365.1,,,,Asia
Bahrain,nan,2023.0,4.12,1503.8,,,,Asia
Bahrain,nan,2024.0,4.33,1580.45,,,,Asia
Bangladesh,nan,2017.0,3.09,1127.85,,,,Asia
Bangladesh,nan,2018.0,3.26,1189.9,,,,Asia
Bangladesh,nan,2019.0,3.4,1241.0,,,,Asia
Bangladesh,nan,2020.0,3.61,1317.65,,,,Asia
Bangladesh,nan,2021.0,3.83,1397.95,0.76,0.66,1.42,Asia
Bangladesh,nan,2022.0,4.13,1507.45,,,,Asia
Bangladesh,nan,2023.0,4.33,1580.45,,,,Asia
Bangladesh,nan,2024.0,4.49,1638.85,,,,Asia
Belarus,nan,2017.0,3.13,1142.45,,,,Europe
Belarus,nan,2018.0,3.13,1142.45,,,,Europe
Belarus,nan,2019.0,3.19,1164.35,,,,Europe
Belarus,nan,2020.0,3.22,1175.3000000000002,,,,Europe
Belarus,nan,2021.0,3.3,1204.5,0.48,0.94,1.42,Europe
Belarus,nan,2022.0,3.6,1314.0,,,,Europe
Belarus,nan,2023.0,3.72,1357.8000000000002,,,,Europe
Belarus,nan,2024.0,3.83,1397.95,,,,Europe
Belgium,nan,2017.0,2.0,730.0,,,,Europe
Belgium,nan,2018.0,2.07,755.55,,,,Europe
Belgium,nan,2019.0,2.16,788.4000000000001,,,,Europe
Belgium,nan,2020.0,2.28,832.1999999999999,,,,Europe
Belgium,nan,2021.0,2.26,824.9,0.62,0.74,1.36,Europe
Belgium,nan,2022.0,2.49,908.85,,,,Europe
Belgium,nan,2023.0,2.77,1011.05,,,,Europe
Belgium,nan,2024.0,2.81,1025.65,,,,Europe
Belize,nan,2017.0,2.56,934.4,,,,North America
Belize,nan,2018.0,2.69,981.85,,,,North America
Belize,nan,2019.0,2.9,1058.5,,,,North America
Belize,nan,2020.0,3.16,1153.4,,,,North America
Belize,nan,2021.0,3.52,1284.8,1.22,0.28,1.5,North America
Belize,nan,2022.0,3.85,1405.25,,,,North America
Belize,nan,2023.0,4.32,1576.8000000000002,,,,North America
Belize,nan,2024.0,4.54,1657.1,,,,North America
Benin,nan,2017.0,2.85,1040.25,,,,Africa
Benin,nan,2018.0,2.87,1047.55,,,,Africa
Benin,nan,2019.0,2.89,1054.85,,,,Africa
Benin,nan,2020.0,2.9,1058.5,,,,Africa
Benin,nan,2021.0,3.07,1120.55,0.57,0.36,0.93,Africa
Benin,nan,2022.0,3.25,1186.25,,,,Africa
Benin,nan,2023.0,3.3,1204.5,,,,Africa
Benin,nan,2024.0,3.39,1237.35,,,,Africa
Bermuda,nan,2017.0,2.88,1051.2,,,,North America
Bermuda,nan,2018.0,2.94,1073.1,,,,North America
Bermuda,nan,2019.0,3.12,1138.8,,,,North America
Bermuda,nan,2020.0,3.33,1215.45,,,,North America
Bermuda,nan,2021.0,3.55,1295.75,1.07,0.37,1.44,North America
Bermuda,nan,2022.0,3.96,1445.4,,,,North America
Bermuda,nan,2023.0,4.23,1543.95,,,,North America
Bermuda,nan,2024.0,4.39,1602.35,,,,North America
Bhutan,nan,2017.0,4.14,1511.1,,,,Asia
Bhutan,nan,2018.0,4.31,1573.15,,,,Asia
Bhutan,nan,2019.0,4.44,1620.6,,,,Asia
Bhutan,nan,2020.0,4.86,1773.9,,,,Asia
Bhutan,nan,2021.0,5.14,1876.1,0.99,1.5,2.49,Asia
Bhutan,nan,2022.0,5.48,2000.2,,,,Asia
Bhutan,nan,2023.0,5.69,2076.8500000000004,,,,Asia
Bhutan,nan,2024.0,5.96,2175.4,,,,Asia
Bolivia (Plurinational State of),nan,2017.0,3.62,1321.3,,,,
Bolivia (Plurinational State of),nan,2018.0,3.61,1317.65,,,,
Bolivia (Plurinational State of),nan,2019.0,3.75,1368.75,,,,
Bolivia (Plurinational State of),nan,2020.0,3.78,1379.6999999999998,,,,
Bolivia (Plurinational State of),nan,2021.0,3.96,1445.4,0.71,0.67,1.38,
Bolivia (Plurinational State of),nan,2022.0,4.3,1569.5,,,,
Bolivia (Plurinational State of),nan,2023.0,4.57,1668.0500000000002,,,,
Bolivia (Plurinational State of),nan,2024.0,4.82,1759.3000000000002,,,,
Bosnia and Herzegovina,nan,2017.0,4.07,1485.5500000000002,,,,Europe
Bosnia and Herzegovina,nan,2018.0,4.13,1507.45,,,,Europe
Bosnia and Herzegovina,nan,2019.0,4.34,1584.1,,,,Europe
Bosnia and Herzegovina,nan,2020.0,4.34,1584.1,,,,Europe
Bosnia and Herzegovina,nan,2021.0,4.54,1657.1,1.17,0.73,1.9,Europe
Bosnia and Herzegovina,nan,2022.0,5.48,2000.2,,,,Europe
Bosnia and Herzegovina,nan,2023.0,5.95,2171.75,,,,Europe
Bosnia and Herzegovina,nan,2024.0,6.15,2244.75,,,,Europe
Botswana,nan,2017.0,3.01,1098.65,,,,Africa
Botswana,nan,2018.0,3.0,1095.0,,,,Africa
Botswana,nan,2019.0,3.04,1109.6,,,,Africa
Botswana,nan,2020.0,3.21,1171.65,,,,Africa
Botswana,nan,2021.0,3.41,1244.65,0.58,0.43,1.01,Africa
Botswana,nan,2022.0,3.62,1321.3,,,,Africa
Botswana,nan,2023.0,4.01,1463.65,,,,Africa
Botswana,nan,2024.0,4.21,1536.65,,,,Africa
Brazil,nan,2017.0,3.15,1149.75,,,,South America
Brazil,nan,2018.0,3.23,1178.95,,,,South America
Brazil,nan,2019.0,3.39,1237.35,,,,South America
Brazil,nan,2020.0,3.69,1346.85,,,,South America
Brazil,nan,2021.0,3.97,1449.0500000000002,0.69,0.67,1.36,South America
Brazil,nan,2022.0,4.39,1602.35,,,,South America
Brazil,nan,2023.0,4.55,1660.75,,,,South America
Brazil,nan,2024.0,4.69,1711.85,,,,South America
British Virgin Islands,nan,2017.0,3.5,1277.5,,,,North America
British Virgin Islands,nan,2018.0,3.53,1288.4499999999998,,,,North America
British Virgin Islands,nan,2019.0,3.64,1328.6,,,,North America
British Virgin Islands,nan,2020.0,3.78,1379.6999999999998,,,,North America
British Virgin Islands,nan,2021.0,3.94,1438.1,0.97,0.92,1.89,North America
British Virgin Islands,nan,2022.0,4.78,1744.7,,,,North America
British Virgin Islands,nan,2023.0,5.05,1843.25,,,,North America
British Virgin Islands,nan,2024.0,5.23,1908.95,,,,North America
Brunei Darussalam,nan,2017.0,4.11,1500.15,,,,
Brunei Darussalam,nan,2018.0,4.26,1554.9,,,,
Brunei Darussalam,nan,2019.0,4.36,1591.4,,,,
Brunei Darussalam,nan,2020.0,4.55,1660.75,,,,
Brunei Darussalam,nan,2021.0,4.85,1770.2499999999998,1.3,0.93,2.23,
Brunei Darussalam,nan,2022.0,5.32,1941.8,,,,
Brunei Darussalam,nan,2023.0,5.67,2069.55,,,,
Brunei Darussalam,nan,2024.0,5.89,2149.85,,,,
Bulgaria,nan,2017.0,3.39,1237.35,,,,Europe
Bulgaria,nan,2018.0,3.47,1266.5500000000002,,,,Europe
Bulgaria,nan,2019.0,3.67,1339.55,,,,Europe
Bulgaria,nan,2020.0,3.8,1387.0,,,,Europe
Bulgaria,nan,2021.0,3.93,1434.45,0.85,0.87,1.72,Europe
Bulgaria,nan,2022.0,4.72,1722.8,,,,Europe
Bulgaria,nan,2023.0,5.16,1883.4,,,,Europe
Bulgaria,nan,2024.0,5.32,1941.8,,,,Europe
Burkina Faso,nan,2017.0,2.77,1011.05,,,,Africa
Burkina Faso,nan,2018.0,2.82,1029.3,,,,Africa
Burkina Faso,nan,2019.0,2.72,992.8,,,,Africa
Burkina Faso,nan,2020.0,2.8,1022.0,,,,Africa
Burkina Faso,nan,2021.0,2.97,1084.0500000000002,0.57,0.39,0.96,Africa
Burkina Faso,nan,2022.0,3.48,1270.2,,,,Africa
Burkina Faso,nan,2023.0,3.55,1295.75,,,,Africa
Burkina Faso,nan,2024.0,3.73,1361.45,,,,Africa
Burundi,nan,2017.0,3.4,1241.0,,,,Africa
Burundi,nan,2018.0,3.12,1138.8,,,,Africa
Burundi,nan,2019.0,3.1,1131.5,,,,Africa
Burundi,nan,2020.0,3.33,1215.45,,,,Africa
Burundi,nan,2021.0,3.54,1292.1,0.42,0.45,0.87,Africa
Burundi,nan,2022.0,4.0,1460.0,,,,Africa
Burundi,nan,2023.0,4.5,1642.5,,,,Africa
Burundi,nan,2024.0,4.55,1660.75,,,,Africa
Cabo Verde,nan,2017.0,3.16,1153.4,,,,Africa
Cabo Verde,nan,2018.0,2.92,1065.8,,,,Africa
Cabo Verde,nan,2019.0,2.86,1043.9,,,,Africa
Cabo Verde,nan,2020.0,2.83,1032.95,,,,Africa
Cabo Verde,nan,2021.0,2.92,1065.8,0.96,0.51,1.47,Africa
Cabo Verde,nan,2022.0,3.38,1233.7,,,,Africa
Cabo Verde,nan,2023.0,3.69,1346.85,,,,Africa
Cabo Verde,nan,2024.0,3.81,1390.65,,,,Africa
Cambodia,nan,2017.0,3.55,1295.75,,,,Asia
Cambodia,nan,2018.0,3.62,1321.3,,,,Asia
Cambodia,nan,2019.0,3.68,1343.2,,,,Asia
Cambodia,nan,2020.0,3.84,1401.6,,,,Asia
Cambodia,nan,2021.0,3.95,1441.75,1.03,0.56,1.59,Asia
Cambodia,nan,2022.0,4.25,1551.25,,,,Asia
Cambodia,nan,2023.0,4.47,1631.55,,,,Asia
Cambodia,nan,2024.0,4.6,1678.9999999999998,,,,Asia
Cameroon,nan,2017.0,2.6,949.0,,,,Africa
Cameroon,nan,2018.0,2.74,1000.1,,,,Africa
Cameroon,nan,2019.0,2.9,1058.5,,,,Africa
Cameroon,nan,2020.0,3.1,1131.5,,,,Africa
Cameroon,nan,2021.0,3.41,1244.65,0.39,0.27,0.66,Africa
Cameroon,nan,2022.0,3.9,1423.5,,,,Africa
Cameroon,nan,2023.0,4.2,1533.0,,,,Africa
Cameroon,nan,2024.0,4.38,1598.7,,,,Africa
Canada,nan,2017.0,3.08,1124.2,,,,North America
Canada,nan,2018.0,3.13,1142.45,,,,North America
Canada,nan,2019.0,3.19,1164.35,,,,North America
Canada,nan,2020.0,3.33,1215.45,,,,North America
Canada,nan,2021.0,3.52,1284.8,0.88,0.91,1.79,North America
Canada,nan,2022.0,3.92,1430.8,,,,North America
Canada,nan,2023.0,4.27,1558.55,,,,North America
Canada,nan,2024.0,4.39,1602.35,,,,North America
Cayman Islands,nan,2017.0,3.5,1277.5,,,,North America
Cayman Islands,nan,2018.0,3.64,1328.6,,,,North America
Cayman Islands,nan,2019.0,3.61,1317.65,,,,North America
Cayman Islands,nan,2020.0,3.81,1390.65,,,,North America
Cayman Islands,nan,2021.0,4.09,1492.85,0.89,1.19,2.08,North America
Cayman Islands,nan,2022.0,4.33,1580.45,,,,North America
Cayman Islands,nan,2023.0,4.61,1682.65,,,,North America
Cayman Islands,nan,2024.0,4.7,1715.5,,,,North America
Central African Republic,nan,2017.0,2.95,1076.75,,,,Africa
Central African Republic,nan,2018.0,3.08,1124.2,,,,Africa
Central African Republic,nan,2019.0,3.22,1175.3000000000002,,,,Africa
Central African Republic,nan,2020.0,3.38,1233.7,,,,Africa
Central African Republic,nan,2021.0,3.63,1324.95,0.94,0.23,1.17,Africa
Central African Republic,nan,2022.0,3.92,1430.8,,,,Africa
Central African Republic,nan,2023.0,4.08,1489.2,,,,Africa
Central African Republic,nan,2024.0,4.21,1536.65,,,,Africa
Chad,nan,2017.0,2.82,1029.3,,,,Africa
Chad,nan,2018.0,2.8,1022.0,,,,Africa
Chad,nan,2019.0,2.8,1022.0,,,,Africa
Chad,nan,2020.0,2.95,1076.75,,,,Africa
Chad,nan,2021.0,3.04,1109.6,0.43,0.27,0.7,Africa
Chad,nan,2022.0,3.49,1273.85,,,,Africa
Chad,nan,2023.0,3.77,1376.05,,,,Africa
Chad,nan,2024.0,3.94,1438.1,,,,Africa
Chile,nan,2017.0,3.38,1233.7,,,,South America
Chile,nan,2018.0,3.52,1284.8,,,,South America
Chile,nan,2019.0,3.66,1335.9,,,,South America
Chile,nan,2020.0,3.79,1383.35,,,,South America
Chile,nan,2021.0,3.87,1412.55,1.05,0.75,1.8,South America
Chile,nan,2022.0,4.42,1613.3,,,,South America
Chile,nan,2023.0,5.04,1839.6,,,,South America
Chile,nan,2024.0,5.22,1905.3,,,,South America
"China, Hong Kong SAR",nan,2017.0,3.33,1215.45,,,,
"China, Hong Kong SAR",nan,2018.0,3.44,1255.6,,,,
"China, Hong Kong SAR",nan,2019.0,3.78,1379.6999999999998,,,,
"China, Hong Kong SAR",nan,2020.0,4.04,1474.6,,,,
"China, Hong Kong SAR",nan,2021.0,4.2,1533.0,0.92,0.81,1.73,
"China, Hong Kong SAR",nan,2022.0,4.65,1697.2500000000002,,,,
"China, Hong Kong SAR",nan,2023.0,4.77,1741.05,,,,
"China, Hong Kong SAR",nan,2024.0,4.81,1755.65,,,,
"China, Taiwan Province of",nan,2017.0,4.0,1460.0,,,,
"China, Taiwan Province of",nan,2021.0,4.95,1806.75,1.15,0.75,1.9,
"China, mainland",nan,2017.0,2.8,1022.0,,,,
"China, mainland",nan,2018.0,2.82,1029.3,,,,
"China, mainland",nan,2019.0,3.0,1095.0,,,,
"China, mainland",nan,2020.0,3.25,1186.25,,,,
"China, mainland",nan,2021.0,3.13,1142.45,0.6,0.74,1.34,
"China, mainland",nan,2022.0,3.41,1244.65,,,,
"China, mainland",nan,2023.0,3.53,1288.4499999999998,,,,
"China, mainland",nan,2024.0,3.6,1314.0,,,,
Colombia,nan,2017.0,2.84,1036.6,,,,South America
Colombia,nan,2018.0,2.87,1047.55,,,,South America
Colombia,nan,2019.0,2.95,1076.75,,,,South America
Colombia,nan,2020.0,3.15,1149.75,,,,South America
Colombia,nan,2021.0,3.3,1204.5,0.8,0.53,1.33,South America
Colombia,nan,2022.0,4.06,1481.9,,,,South America
Colombia,nan,2023.0,4.69,1711.85,,,,South America
Colombia,nan,2024.0,4.67,1704.55,,,,South America
Comoros,nan,2017.0,4.61,1682.65,,,,Africa
Comoros,nan,2018.0,4.55,1660.75,,,,Africa
Comoros,nan,2019.0,4.54,1657.1,,,,Africa
Comoros,nan,2020.0,4.49,1638.85,,,,Africa
Comoros,nan,2021.0,4.48,1635.2,1.14,0.47,1.61,Africa
Comoros,nan,2022.0,4.75,1733.75,,,,Africa
Comoros,nan,2023.0,4.93,1799.4499999999998,,,,Africa
Comoros,nan,2024.0,5.14,1876.1,,,,Africa
Congo,nan,2017.0,3.04,1109.6,,,,
Congo,nan,2018.0,3.16,1153.4,,,,
Congo,nan,2019.0,3.24,1182.6,,,,
Congo,nan,2020.0,3.43,1251.95,,,,
Congo,nan,2021.0,3.74,1365.1,0.77,0.41,1.18,
Congo,nan,2022.0,4.16,1518.4,,,,
Congo,nan,2023.0,4.33,1580.45,,,,
Congo,nan,2024.0,4.43,1616.9499999999998,,,,
Costa Rica,nan,2017.0,3.54,1292.1,,,,North America
Costa Rica,nan,2018.0,3.58,1306.7,,,,North America
Costa Rica,nan,2019.0,3.67,1339.55,,,,North America
Costa Rica,nan,2020.0,3.56,1299.4,,,,North America
Costa Rica,nan,2021.0,3.7,1350.5,0.86,0.58,1.44,North America
Costa Rica,nan,2022.0,4.13,1507.45,,,,North America
Costa Rica,nan,2023.0,4.52,1649.8,,,,North America
Costa Rica,nan,2024.0,4.62,1686.3,,,,North America
Croatia,nan,2017.0,3.31,1208.15,,,,Europe
Croatia,nan,2018.0,3.35,1222.75,,,,Europe
Croatia,nan,2019.0,3.44,1255.6,,,,Europe
Croatia,nan,2020.0,3.53,1288.4499999999998,,,,Europe
Croatia,nan,2021.0,3.71,1354.15,0.88,0.76,1.64,Europe
Croatia,nan,2022.0,4.21,1536.65,,,,Europe
