country,commodity,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent
Croatia,nan,2023.0,4.52,1649.8,,,,Europe
Croatia,nan,2024.0,4.7,1715.5,,,,Europe
CuraÃ§ao,nan,2017.0,2.95,1076.75,,,,
CuraÃ§ao,nan,2018.0,3.13,1142.45,,,,
CuraÃ§ao,nan,2019.0,3.35,1222.75,,,,
CuraÃ§ao,nan,2020.0,3.65,1332.25,,,,
CuraÃ§ao,nan,2021.0,4.0,1460.0,0.97,1.0,1.97,
CuraÃ§ao,nan,2022.0,4.44,1620.6,,,,
CuraÃ§ao,nan,2023.0,5.01,1828.65,,,,
CuraÃ§ao,nan,2024.0,5.54,2022.1,,,,
Cyprus,nan,2017.0,2.89,1054.85,,,,Asia
Cyprus,nan,2018.0,2.93,1069.45,,,,Asia
Cyprus,nan,2019.0,3.04,1109.6,,,,Asia
Cyprus,nan,2020.0,3.14,1146.1,,,,Asia
Cyprus,nan,2021.0,3.1,1131.5,0.72,0.73,1.45,Asia
Cyprus,nan,2022.0,3.44,1255.6,,,,Asia
Cyprus,nan,2023.0,3.65,1332.25,,,,Asia
Cyprus,nan,2024.0,3.82,1394.3,,,,Asia
Czechia,nan,2017.0,2.81,1025.65,,,,Europe
Czechia,nan,2018.0,2.83,1032.95,,,,Europe
Czechia,nan,2019.0,2.97,1084.0500000000002,,,,Europe
Czechia,nan,2020.0,3.0,1095.0,,,,Europe
Czechia,nan,2021.0,2.9,1058.5,0.72,0.61,1.33,Europe
Czechia,nan,2022.0,3.36,1226.4,,,,Europe
Czechia,nan,2023.0,3.65,1332.25,,,,Europe
Czechia,nan,2024.0,3.58,1306.7,,,,Europe
CÃ´te d'Ivoire,nan,2017.0,2.66,970.9,,,,
CÃ´te d'Ivoire,nan,2018.0,2.69,981.85,,,,
CÃ´te d'Ivoire,nan,2019.0,2.66,970.9,,,,
CÃ´te d'Ivoire,nan,2020.0,2.73,996.45,,,,
CÃ´te d'Ivoire,nan,2021.0,2.91,1062.15,0.31,0.27,0.5800000000000001,
CÃ´te d'Ivoire,nan,2022.0,3.25,1186.25,,,,
CÃ´te d'Ivoire,nan,2023.0,3.45,1259.25,,,,
CÃ´te d'Ivoire,nan,2024.0,3.58,1306.7,,,,
Democratic Republic of the Congo,nan,2017.0,4.27,1558.55,,,,
Democratic Republic of the Congo,nan,2018.0,3.46,1262.9,,,,
Democratic Republic of the Congo,nan,2019.0,3.44,1255.6,,,,
Democratic Republic of the Congo,nan,2020.0,3.21,1171.65,,,,
Democratic Republic of the Congo,nan,2021.0,3.11,1135.15,0.3,0.27,0.5700000000000001,
Democratic Republic of the Congo,nan,2022.0,3.38,1233.7,,,,
Democratic Republic of the Congo,nan,2023.0,3.55,1295.75,,,,
Democratic Republic of the Congo,nan,2024.0,3.46,1262.9,,,,
Denmark,nan,2017.0,2.2,803.0000000000001,,,,Europe
Denmark,nan,2018.0,2.26,824.9,,,,Europe
Denmark,nan,2019.0,2.34,854.0999999999999,,,,Europe
Denmark,nan,2020.0,2.41,879.6500000000001,,,,Europe
Denmark,nan,2021.0,2.49,908.85,0.66,0.6,1.26,Europe
Denmark,nan,2022.0,2.72,992.8,,,,Europe
Denmark,nan,2023.0,2.94,1073.1,,,,Europe
Denmark,nan,2024.0,3.03,1105.9499999999998,,,,Europe
Djibouti,nan,2017.0,2.97,1084.0500000000002,,,,Africa
Djibouti,nan,2018.0,3.0,1095.0,,,,Africa
Djibouti,nan,2019.0,3.1,1131.5,,,,Africa
Djibouti,nan,2020.0,3.24,1182.6,,,,Africa
Djibouti,nan,2021.0,3.4,1241.0,0.64,0.46,1.1,Africa
Djibouti,nan,2022.0,3.86,1408.9,,,,Africa
Djibouti,nan,2023.0,4.06,1481.9,,,,Africa
Djibouti,nan,2024.0,4.2,1533.0,,,,Africa
Dominica,nan,2017.0,4.28,1562.2,,,,North America
Dominica,nan,2018.0,4.55,1660.75,,,,North America
Dominica,nan,2019.0,4.75,1733.75,,,,North America
Dominica,nan,2020.0,5.0,1825.0,,,,North America
Dominica,nan,2021.0,5.26,1919.9,1.62,0.9,2.52,North America
Dominica,nan,2022.0,5.69,2076.8500000000004,,,,North America
Dominica,nan,2023.0,6.08,2219.2,,,,North America
Dominica,nan,2024.0,6.36,2321.4,,,,North America
Dominican Republic,nan,2017.0,3.39,1237.35,,,,North America
Dominican Republic,nan,2018.0,3.48,1270.2,,,,North America
Dominican Republic,nan,2019.0,3.74,1365.1,,,,North America
Dominican Republic,nan,2020.0,4.05,1478.25,,,,North America
Dominican Republic,nan,2021.0,4.41,1609.65,0.95,0.58,1.5299999999999998,North America
Dominican Republic,nan,2022.0,4.87,1777.55,,,,North America
Dominican Republic,nan,2023.0,5.21,1901.65,,,,North America
Dominican Republic,nan,2024.0,5.4,1971.0,,,,North America
Ecuador,nan,2017.0,2.5,912.5,,,,South America
Ecuador,nan,2018.0,2.54,927.1,,,,South America
Ecuador,nan,2019.0,2.63,959.95,,,,South America
Ecuador,nan,2020.0,2.77,1011.05,,,,South America
Ecuador,nan,2021.0,2.91,1062.15,0.44,0.38,0.8200000000000001,South America
Ecuador,nan,2022.0,3.19,1164.35,,,,South America
Ecuador,nan,2023.0,3.43,1251.95,,,,South America
Ecuador,nan,2024.0,3.56,1299.4,,,,South America
Egypt,nan,2017.0,3.81,1390.65,,,,Africa
Egypt,nan,2018.0,4.02,1467.3,,,,Africa
Egypt,nan,2019.0,3.98,1452.7,,,,Africa
Egypt,nan,2020.0,3.88,1416.2,,,,Africa
Egypt,nan,2021.0,4.01,1463.65,0.52,0.42,0.94,Africa
Egypt,nan,2022.0,4.69,1711.85,,,,Africa
Egypt,nan,2023.0,5.96,2175.4,,,,Africa
Egypt,nan,2024.0,6.38,2328.7,,,,Africa
Equatorial Guinea,nan,2017.0,3.7,1350.5,,,,Africa
Equatorial Guinea,nan,2018.0,3.77,1376.05,,,,Africa
Equatorial Guinea,nan,2019.0,3.81,1390.65,,,,Africa
Equatorial Guinea,nan,2020.0,3.93,1434.45,,,,Africa
Equatorial Guinea,nan,2021.0,4.07,1485.5500000000002,1.08,0.38,1.46,Africa
Equatorial Guinea,nan,2022.0,4.43,1616.9499999999998,,,,Africa
Equatorial Guinea,nan,2023.0,4.62,1686.3,,,,Africa
Equatorial Guinea,nan,2024.0,4.79,1748.35,,,,Africa
Estonia,nan,2017.0,3.14,1146.1,,,,Europe
Estonia,nan,2018.0,3.21,1171.65,,,,Europe
Estonia,nan,2019.0,3.35,1222.75,,,,Europe
Estonia,nan,2020.0,3.43,1251.95,,,,Europe
Estonia,nan,2021.0,3.34,1219.1,0.81,0.64,1.4500000000000002,Europe
Estonia,nan,2022.0,3.76,1372.4,,,,Europe
Estonia,nan,2023.0,4.21,1536.65,,,,Europe
Estonia,nan,2024.0,4.32,1576.8000000000002,,,,Europe
Eswatini,nan,2017.0,3.36,1226.4,,,,Africa
Eswatini,nan,2018.0,3.31,1208.15,,,,Africa
Eswatini,nan,2019.0,3.33,1215.45,,,,Africa
Eswatini,nan,2020.0,3.41,1244.65,,,,Africa
Eswatini,nan,2021.0,3.62,1321.3,0.82,0.32,1.14,Africa
Eswatini,nan,2022.0,3.96,1445.4,,,,Africa
Eswatini,nan,2023.0,4.09,1492.85,,,,Africa
Eswatini,nan,2024.0,4.21,1536.65,,,,Africa
Ethiopia,nan,2017.0,2.94,1073.1,,,,Africa
Ethiopia,nan,2018.0,3.03,1105.9499999999998,,,,Africa
Ethiopia,nan,2019.0,3.27,1193.55,,,,Africa
Ethiopia,nan,2020.0,3.52,1284.8,,,,Africa
Ethiopia,nan,2021.0,3.88,1416.2,0.39,0.83,1.22,Africa
Ethiopia,nan,2022.0,4.29,1565.85,,,,Africa
Ethiopia,nan,2023.0,4.41,1609.65,,,,Africa
Ethiopia,nan,2024.0,4.78,1744.7,,,,Africa
Fiji,nan,2017.0,3.2,1168.0,,,,Oceania
Fiji,nan,2018.0,3.26,1189.9,,,,Oceania
Fiji,nan,2019.0,3.41,1244.65,,,,Oceania
Fiji,nan,2020.0,3.48,1270.2,,,,Oceania
Fiji,nan,2021.0,3.81,1390.65,0.99,0.68,1.67,Oceania
Fiji,nan,2022.0,4.18,1525.6999999999998,,,,Oceania
Fiji,nan,2023.0,4.58,1671.7,,,,Oceania
Fiji,nan,2024.0,4.82,1759.3000000000002,,,,Oceania
Finland,nan,2017.0,2.53,923.45,,,,Europe
Finland,nan,2018.0,2.61,952.65,,,,Europe
Finland,nan,2019.0,2.72,992.8,,,,Europe
Finland,nan,2020.0,2.81,1025.65,,,,Europe
Finland,nan,2021.0,2.87,1047.55,0.89,0.61,1.5,Europe
Finland,nan,2022.0,3.25,1186.25,,,,Europe
Finland,nan,2023.0,3.52,1284.8,,,,Europe
Finland,nan,2024.0,3.57,1303.05,,,,Europe
France,nan,2017.0,2.58,941.7,,,,Europe
France,nan,2018.0,2.65,967.25,,,,Europe
France,nan,2019.0,2.83,1032.95,,,,Europe
France,nan,2020.0,2.94,1073.1,,,,Europe
France,nan,2021.0,2.96,1080.4,0.92,0.86,1.78,Europe
France,nan,2022.0,3.32,1211.8,,,,Europe
France,nan,2023.0,3.67,1339.55,,,,Europe
France,nan,2024.0,3.75,1368.75,,,,Europe
Gabon,nan,2017.0,3.24,1182.6,,,,Africa
Gabon,nan,2018.0,3.31,1208.15,,,,Africa
Gabon,nan,2019.0,3.44,1255.6,,,,Africa
Gabon,nan,2020.0,3.6,1314.0,,,,Africa
Gabon,nan,2021.0,3.81,1390.65,1.09,0.47,1.56,Africa
Gabon,nan,2022.0,4.18,1525.6999999999998,,,,Africa
Gabon,nan,2023.0,4.45,1624.25,,,,Africa
Gabon,nan,2024.0,4.64,1693.6,,,,Africa
Gambia,nan,2017.0,2.69,981.85,,,,Africa
Gambia,nan,2018.0,2.86,1043.9,,,,Africa
Gambia,nan,2019.0,2.98,1087.7,,,,Africa
Gambia,nan,2020.0,3.18,1160.7,,,,Africa
Gambia,nan,2021.0,3.45,1259.25,0.38,0.47,0.85,Africa
Gambia,nan,2022.0,3.81,1390.65,,,,Africa
Gambia,nan,2023.0,4.13,1507.45,,,,Africa
Gambia,nan,2024.0,4.43,1616.9499999999998,,,,Africa
Germany,nan,2017.0,2.64,963.6,,,,Europe
Germany,nan,2018.0,2.76,1007.4,,,,Europe
Germany,nan,2019.0,2.87,1047.55,,,,Europe
Germany,nan,2020.0,2.97,1084.0500000000002,,,,Europe
Germany,nan,2021.0,3.1,1131.5,0.86,0.89,1.75,Europe
Germany,nan,2022.0,3.54,1292.1,,,,Europe
Germany,nan,2023.0,3.89,1419.85,,,,Europe
Germany,nan,2024.0,4.0,1460.0,,,,Europe
Ghana,nan,2017.0,3.54,1292.1,,,,Africa
Ghana,nan,2018.0,3.51,1281.15,,,,Africa
Ghana,nan,2019.0,3.48,1270.2,,,,Africa
Ghana,nan,2020.0,3.46,1262.9,,,,Africa
Ghana,nan,2021.0,3.5,1277.5,0.46,0.25,0.71,Africa
Ghana,nan,2022.0,3.83,1397.95,,,,Africa
Ghana,nan,2023.0,4.29,1565.85,,,,Africa
Ghana,nan,2024.0,4.49,1638.85,,,,Africa
Greece,nan,2017.0,2.93,1069.45,,,,Europe
Greece,nan,2018.0,2.99,1091.35,,,,Europe
Greece,nan,2019.0,3.1,1131.5,,,,Europe
Greece,nan,2020.0,3.13,1142.45,,,,Europe
Greece,nan,2021.0,3.25,1186.25,0.8,0.66,1.46,Europe
Greece,nan,2022.0,3.73,1361.45,,,,Europe
Greece,nan,2023.0,4.16,1518.4,,,,Europe
Greece,nan,2024.0,4.31,1573.15,,,,Europe
Grenada,nan,2017.0,4.43,1616.9499999999998,,,,North America
Grenada,nan,2018.0,4.5,1642.5,,,,North America
Grenada,nan,2019.0,4.44,1620.6,,,,North America
Grenada,nan,2020.0,4.5,1642.5,,,,North America
Grenada,nan,2021.0,4.59,1675.35,1.29,1.07,2.3600000000000003,North America
Grenada,nan,2022.0,5.11,1865.15,,,,North America
Grenada,nan,2023.0,5.58,2036.7,,,,North America
Grenada,nan,2024.0,5.83,2127.95,,,,North America
Guatemala,nan,2017.0,2.88,1051.2,,,,North America
Guatemala,nan,2018.0,3.12,1138.8,,,,North America
Guatemala,nan,2019.0,3.45,1259.25,,,,North America
Guatemala,nan,2020.0,3.74,1365.1,,,,North America
Guatemala,nan,2021.0,4.01,1463.65,0.64,0.47,1.11,North America
Guatemala,nan,2022.0,4.43,1616.9499999999998,,,,North America
Guatemala,nan,2023.0,4.78,1744.7,,,,North America
Guatemala,nan,2024.0,5.03,1835.95,,,,North America
Guinea,nan,2017.0,2.59,945.35,,,,Africa
Guinea,nan,2018.0,2.84,1036.6,,,,Africa
Guinea,nan,2019.0,3.05,1113.25,,,,Africa
Guinea,nan,2020.0,3.35,1222.75,,,,Africa
Guinea,nan,2021.0,3.72,1357.8000000000002,0.48,0.44,0.92,Africa
Guinea,nan,2022.0,4.14,1511.1,,,,Africa
Guinea,nan,2023.0,4.65,1697.2500000000002,,,,Africa
Guinea,nan,2024.0,5.1,1861.5,,,,Africa
Guinea-Bissau,nan,2017.0,3.01,1098.65,,,,Africa
Guinea-Bissau,nan,2018.0,3.04,1109.6,,,,Africa
Guinea-Bissau,nan,2019.0,3.14,1146.1,,,,Africa
Guinea-Bissau,nan,2020.0,3.24,1182.6,,,,Africa
Guinea-Bissau,nan,2021.0,3.45,1259.25,0.85,0.45,1.3,Africa
Guinea-Bissau,nan,2022.0,3.74,1365.1,,,,Africa
Guinea-Bissau,nan,2023.0,3.98,1452.7,,,,Africa
Guinea-Bissau,nan,2024.0,4.09,1492.85,,,,Africa
Guyana,nan,2017.0,4.62,1686.3,,,,South America
Guyana,nan,2018.0,4.79,1748.35,,,,South America
Guyana,nan,2019.0,5.06,1846.9,,,,South America
Guyana,nan,2020.0,5.41,1974.65,,,,South America
Guyana,nan,2021.0,5.9,2153.5,,,,South America
Guyana,nan,2022.0,6.37,2325.05,,,,South America
Guyana,nan,2023.0,6.64,2423.6,,,,South America
Guyana,nan,2024.0,6.83,2492.95,,,,South America
Haiti,nan,2017.0,3.93,1434.45,,,,North America
Haiti,nan,2018.0,4.05,1478.25,,,,North America
Haiti,nan,2019.0,4.28,1562.2,,,,North America
Haiti,nan,2020.0,4.57,1668.0500000000002,,,,North America
Haiti,nan,2021.0,4.88,1781.2,,,,North America
Haiti,nan,2022.0,5.3,1934.5,,,,North America
Haiti,nan,2023.0,5.53,2018.45,,,,North America
Haiti,nan,2024.0,6.21,2266.65,,,,North America
Honduras,nan,2017.0,3.69,1346.85,,,,North America
Honduras,nan,2018.0,3.66,1335.9,,,,North America
Honduras,nan,2019.0,3.64,1328.6,,,,North America
Honduras,nan,2020.0,3.76,1372.4,,,,North America
Honduras,nan,2021.0,3.81,1390.65,0.77,0.79,1.56,North America
Honduras,nan,2022.0,4.28,1562.2,,,,North America
Honduras,nan,2023.0,4.64,1693.6,,,,North America
Honduras,nan,2024.0,4.75,1733.75,,,,North America
Hungary,nan,2017.0,3.36,1226.4,,,,Europe
Hungary,nan,2018.0,3.45,1259.25,,,,Europe
Hungary,nan,2019.0,3.6,1314.0,,,,Europe
Hungary,nan,2020.0,3.69,1346.85,,,,Europe
Hungary,nan,2021.0,3.68,1343.2,0.98,0.82,1.7999999999999998,Europe
Hungary,nan,2022.0,4.46,1627.9,,,,Europe
Hungary,nan,2023.0,5.08,1854.2,,,,Europe
Hungary,nan,2024.0,5.08,1854.2,,,,Europe
Iceland,nan,2017.0,2.37,865.0500000000001,,,,Europe
Iceland,nan,2018.0,2.41,879.6500000000001,,,,Europe
Iceland,nan,2019.0,2.52,919.8,,,,Europe
Iceland,nan,2020.0,2.69,981.85,,,,Europe
Iceland,nan,2021.0,2.77,1011.05,0.79,0.54,1.33,Europe
Iceland,nan,2022.0,3.0,1095.0,,,,Europe
Iceland,nan,2023.0,3.21,1171.65,,,,Europe
Iceland,nan,2024.0,3.29,1200.85,,,,Europe
India,nan,2017.0,2.77,1011.05,,,,Asia
India,nan,2018.0,2.86,1043.9,,,,Asia
India,nan,2019.0,3.01,1098.65,,,,Asia
India,nan,2020.0,3.23,1178.95,,,,Asia
India,nan,2021.0,3.4,1241.0,0.7,0.58,1.2799999999999998,Asia
India,nan,2022.0,3.67,1339.55,,,,Asia
India,nan,2023.0,3.86,1408.9,,,,Asia
India,nan,2024.0,4.07,1485.5500000000002,,,,Asia
Indonesia,nan,2017.0,3.61,1317.65,,,,Asia
Indonesia,nan,2018.0,3.68,1343.2,,,,Asia
Indonesia,nan,2019.0,3.68,1343.2,,,,Asia
Indonesia,nan,2020.0,3.86,1408.9,,,,Asia
Indonesia,nan,2021.0,4.0,1460.0,0.73,0.86,1.59,Asia
Indonesia,nan,2022.0,4.39,1602.35,,,,Asia
Indonesia,nan,2023.0,4.63,1689.95,,,,Asia
Indonesia,nan,2024.0,4.75,1733.75,,,,Asia
Iran (Islamic Republic of),nan,2017.0,3.01,1098.65,,,,
Iran (Islamic Republic of),nan,2018.0,3.11,1135.15,,,,
Iran (Islamic Republic of),nan,2019.0,3.35,1222.75,,,,
Iran (Islamic Republic of),nan,2020.0,3.15,1149.75,,,,
Iran (Islamic Republic of),nan,2021.0,3.37,1230.05,,,,
Iran (Islamic Republic of),nan,2022.0,4.09,1492.85,,,,
Iran (Islamic Republic of),nan,2023.0,4.46,1627.9,,,,
Iran (Islamic Republic of),nan,2024.0,4.39,1602.35,,,,
Iraq,nan,2017.0,3.32,1211.8,,,,Asia
Iraq,nan,2018.0,3.48,1270.2,,,,Asia
Iraq,nan,2019.0,3.5,1277.5,,,,Asia
Iraq,nan,2020.0,3.5,1277.5,,,,Asia
Iraq,nan,2021.0,3.42,1248.3,0.53,0.54,1.07,Asia
Iraq,nan,2022.0,3.76,1372.4,,,,Asia
Iraq,nan,2023.0,3.97,1449.0500000000002,,,,Asia
Iraq,nan,2024.0,4.1,1496.4999999999998,,,,Asia
Ireland,nan,2017.0,2.33,850.45,,,,Europe
Ireland,nan,2018.0,2.27,828.55,,,,Europe
Ireland,nan,2019.0,2.3,839.4999999999999,,,,Europe
Ireland,nan,2020.0,2.22,810.3000000000001,,,,Europe
Ireland,nan,2021.0,2.29,835.85,0.57,0.67,1.24,Europe
Ireland,nan,2022.0,2.52,919.8,,,,Europe
Ireland,nan,2023.0,2.74,1000.1,,,,Europe
Ireland,nan,2024.0,2.83,1032.95,,,,Europe
Israel,nan,2017.0,2.51,916.15,,,,Asia
Israel,nan,2018.0,2.58,941.7,,,,Asia
Israel,nan,2019.0,2.6,949.0,,,,Asia
Israel,nan,2020.0,2.61,952.65,,,,Asia
Israel,nan,2021.0,2.75,1003.75,0.56,0.71,1.27,Asia
Israel,nan,2022.0,3.13,1142.45,,,,Asia
Israel,nan,2023.0,3.23,1178.95,,,,Asia
Israel,nan,2024.0,3.41,1244.65,,,,Asia
Italy,nan,2017.0,2.74,1000.1,,,,Europe
Italy,nan,2018.0,2.83,1032.95,,,,Europe
Italy,nan,2019.0,3.01,1098.65,,,,Europe
Italy,nan,2020.0,3.09,1127.85,,,,Europe
Italy,nan,2021.0,3.17,1157.05,0.8,0.93,1.73,Europe
Italy,nan,2022.0,3.6,1314.0,,,,Europe
Italy,nan,2023.0,3.96,1445.4,,,,Europe
Italy,nan,2024.0,4.14,1511.1,,,,Europe
Jamaica,nan,2017.0,4.88,1781.2,,,,North America
Jamaica,nan,2018.0,4.78,1744.7,,,,North America
Jamaica,nan,2019.0,4.83,1762.95,,,,North America
Jamaica,nan,2020.0,4.9,1788.5000000000002,,,,North America
Jamaica,nan,2021.0,4.9,1788.5000000000002,1.69,1.24,2.93,North America
Jamaica,nan,2022.0,5.41,1974.65,,,,North America
Jamaica,nan,2023.0,5.83,2127.95,,,,North America
Jamaica,nan,2024.0,6.02,2197.3,,,,North America
Japan,nan,2017.0,5.48,2000.2,,,,Asia
Japan,nan,2018.0,5.65,2062.25,,,,Asia
Japan,nan,2019.0,5.57,2033.05,,,,Asia
Japan,nan,2020.0,5.8,2117.0,,,,Asia
Japan,nan,2021.0,5.98,2182.7000000000003,1.57,1.3,2.87,Asia
Japan,nan,2022.0,6.66,2430.9,,,,Asia
Japan,nan,2023.0,7.29,2660.85,,,,Asia
Japan,nan,2024.0,7.62,2781.3,,,,Asia
Jordan,nan,2017.0,2.88,1051.2,,,,Asia
Jordan,nan,2018.0,2.9,1058.5,,,,Asia
Jordan,nan,2019.0,2.94,1073.1,,,,Asia
Jordan,nan,2020.0,3.02,1102.3,,,,Asia
Jordan,nan,2021.0,2.99,1091.35,0.55,0.58,1.13,Asia
Jordan,nan,2022.0,3.2,1168.0,,,,Asia
Jordan,nan,2023.0,3.28,1197.1999999999998,,,,Asia
Jordan,nan,2024.0,3.37,1230.05,,,,Asia
Kazakhstan,nan,2017.0,2.12,773.8000000000001,,,,Asia
Kazakhstan,nan,2018.0,2.13,777.4499999999999,,,,Asia
Kazakhstan,nan,2019.0,2.28,832.1999999999999,,,,Asia
Kazakhstan,nan,2020.0,2.43,886.95,,,,Asia
Kazakhstan,nan,2021.0,2.59,945.35,0.3,0.64,0.94,Asia
Kazakhstan,nan,2022.0,2.88,1051.2,,,,Asia
Kazakhstan,nan,2023.0,3.02,1102.3,,,,Asia
Kazakhstan,nan,2024.0,3.06,1116.9,,,,Asia
Kenya,nan,2017.0,2.56,934.4,,,,Africa
Kenya,nan,2018.0,2.62,956.3,,,,Africa
Kenya,nan,2019.0,2.83,1032.95,,,,Africa
Kenya,nan,2020.0,3.09,1127.85,,,,Africa
Kenya,nan,2021.0,3.42,1248.3,0.38,0.34,0.72,Africa
Kenya,nan,2022.0,3.86,1408.9,,,,Africa
Kenya,nan,2023.0,4.1,1496.4999999999998,,,,Africa
Kenya,nan,2024.0,4.26,1554.9,,,,Africa
Kuwait,nan,2017.0,2.13,777.4499999999999,,,,Asia
Kuwait,nan,2018.0,2.18,795.7,,,,Asia
